id,razon_social,nombre_fantasia,cuit,codigo_interno,legacy_id_bas,whatsapp_empresa,web_portal_pagos,datos_acceso_pagos,observaciones,condicion_iva_id,lista_precios_id,segmento_id,vendedor_id,saldo_actual,activo,requiere_auditoria,contador_uso,created_at,updated_at,historial_cache,estrategia_precio
31a4e8972fa04f6e9b095779eeae552c,MAC GUIVER,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
6b2d12b8dac14ce9a091e19dcf3a1b82,LUNDBECK ARGENTINA SA,,30707747257,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
5e78a1f9943441f89cbb23a5d55351bf,A SUÁREZ CIPOLLETTI,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
21ddf109a2ac4915aa09ccc00c174d88,CAMPO BIOLOGICO SAS,,33683370059,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
58a4070897404716bb165fef87afe811,BLANCA MARIANO,,27141033994,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
72cc9f65418f4185b37f852894a67f69,CERES DEMETER SA,,30687299546,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
562700770fa9486588fde48ba02d03f0,CLINICA OESTE,,30545852906,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
ab96f5ddf2074de99fb9810b8c69144e,COALIX SA,,30709522066,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
5248fe28c3af493798372a0da39414c5,CIUDAD HOSPITALARIA,,30644710269,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
2089062921074ee0a5ece964efecd798,ERNESTO VAN ROSSUM Y CIA SRL,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
dcbc8961dc654608ada3be669f490218,GUSTAVO PALAZZOLO,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
5081dc156da54ee5bc1274e0d4068469,GUILLERMO,,20162997484,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
f309bb4a8ccf41b299668f715a3a76cf,GELI&CO SAICA,,30521934596,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
640ecb3e09f04c9da71c3cd7cfbf3b3a,FARMAGRAM,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
895db98bb44346539633561d1b02ddea,ELIANA GUARDIA,,27141033994,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
b2fca628c42f44c59914aebd648621c2,MARTIN M Y M,,30503329820,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
a1b40fff51d04af7be2130802d5c4ea5,MARIANA MAZZA,,23148203784,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
16f02d28f45c44c581ef274fb00d5e11,LORAINE,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
a06c52d1627f41bc84dac7ce3aec93c7,LUCANI,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
fd7a27dc07a74bfb8c0144622b0c761b,LAS MAGDALENAS,,30546764040,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
c50bd14a853a449da10124680b88a76e,LAURA,,23200515854,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
00b5c182f8734115a0f015957aec072c,INS ARG S. A.,,30683109033,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
f92efb1beccb45de9a930ad741dbfd25,INAPYR SRL,,33647736969,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
70286f060420410794ac159b1bd77886,JOHANNA  BRENDA PÉREZ,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
68ef947963f045cdb011b38919d371a3,LA NUEVA SAN FRANCISCO,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
36785edc003043c9a690fecabea5b907,JOSEFINA MASSOLA,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
f47f85560a6742fcb1c3c2010810a5c3,HONNEYMAX SA,,30677655824,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
c5bcd3ac19e747008e8dc54aa389bf27,IVÁN FERNANDO BIELER,,20238374198,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
cc47b9d3c868432687527f5a2723c8c9,INST DE TERAPIA RADIANTE SAN NICOLAS,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
9b3f626dc57a4b428153fff7e2950b4a,NICOLE VILLALBA ROSARIO,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
f2c73174184243329a17338d8019fe38,MYM ODONTOLÓGICOS LA PLATA,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
9c4ef53209fd43828a2d07e48a934558,MILLER,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
8d4843e6ecf145a9a99edeb7849e22d1,MIRTA ROSSINI,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
779b6492203c423a9130ab5eb119b2d0,MORA LANGER,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
3360b097cfd44732a83619de968c320a,PAOLA CARO SERVENTI TANDIL,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
95bc097704c3463db0b7297c252cb76a,ORTOPEDIA ESCOBAR,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
31f9e78ac88e4cc4aa7895f90a4b4bf9,PABLO CE,,CUIT 20293058564,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
5020299f97f04a73ad5290983c17ccb0,NATALIA RAMIREZ,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
44f6598fa63a458590b04113ccbb5fe4,RIZOBACTER ARGENTINA SA,,30524205226,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
bfc5227dfc894d28b75b8dfbbc19343b,ROMI,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
aef0004811594294a9add995ac9c115f,SERGIO JOFRE SAN JUAN,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
dad0647d883840af87974d43c9696517,SEBASTIAN FLEISCHER EL TALAR PARANÁ,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
1a9b4da0080d4a0ba781861cf89b298d,SANATORIO OESTE,,30999270111,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
3b153308dce14bed9b06e70151275312,SIGNUM SEPIF,,30715164473,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
2fd1d2e983034ebca67511bc92be9bda,SOL,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
380203001a1942b89f28c711adac661b,SOFÍA ACOSTA,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
3e7c355ffa8c4955b8ae863cb1bc9070,TECNOIMPLANTES SA,,30708892714,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
4db05495071e49319c9025765daff72a,TERAPIA RADIANTE SAN NICOLÁS,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
3540ed420290473d9a0dad374d81ccfe,VALU HURLINGHAM,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
f8b59a05eaa8403da76009714499643b,VERÓNICA QUINTERO,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 18:28:42.729283,2025-12-12 18:28:42.729283,,MAYORISTA_FISCAL
f65eaf55-c2a5-4db2-9b3a-61cc0bba1bda,cli1,,30-11223344-6,1002,,,,,,ffd6a25e-cc26-4c01-849b-b3c697e249b3,,,,0,1,0,0,2025-12-06 17:30:44.425516,2025-12-06 17:42:39.462695,,MAYORISTA_FISCAL
07baea4f-85fb-4062-9eb5-c68836653c02,EV Cor 3,,30112233446,1005,,,,,,705824d0-5701-4f18-892d-6dcf4d3aaad8,,,,0,1,0,0,2025-12-06 18:12:32.507411,2025-12-06 18:12:32.507411,,MAYORISTA_FISCAL
f1bf5073-0287-4870-bb75-95e5097c191e,EV Cor 3,,30112233446,1006,,,,,,705824d0-5701-4f18-892d-6dcf4d3aaad8,,,,0,1,1,0,2025-12-06 18:12:43.739909,2025-12-06 18:12:43.739909,,MAYORISTA_FISCAL
b9897a1a-0c5e-469c-b35a-26a5f4862526,EV C4,,30112233446,1007,,,,,,ffd6a25e-cc26-4c01-849b-b3c697e249b3,,ddd5feaa-3d62-41bf-8580-55d5f126e024,,0,1,1,0,2025-12-06 18:28:54.647787,2025-12-06 18:41:07.153887,,MAYORISTA_FISCAL
de10f4bd-dc37-4dd1-b51b-7524647ec979,EV C6,,30715603981,1009,,,,,,ffd6a25e-cc26-4c01-849b-b3c697e249b3,,,,0,1,0,0,2025-12-06 18:45:28.475383,2025-12-06 18:45:28.475383,,MAYORISTA_FISCAL
e9d5cee4-3991-4cb0-b220-fa11cbda4e30,EV Cor 2,,30-11223344-6,1004,,,,,,ffd6a25e-cc26-4c01-849b-b3c697e249b3,,,,0,1,0,0,2025-12-06 18:04:09.931426,2025-12-06 18:49:30.891120,,MAYORISTA_FISCAL
7a1e3b21-5cae-4527-97f6-a79c65b5ceff,EV C5,,30112233446,1008,,,,,,,,,,0,1,1,0,2025-12-06 18:38:18.211388,2025-12-07 03:16:22.446383,,MAYORISTA_FISCAL
b726aa57-e9db-44d4-8c24-9c719795b0db,Juan Pérez  Do,JP Sound,20-99887766-1,1001,,+5491187654321,,,,73d5d79c-6e06-4bb9-91c8-a160074595a4,,d494193e-805e-47e9-95d6-532ec178a3f8,,0,1,0,0,2025-12-05 18:15:04.438668,2025-12-10 17:01:33.244625,,MAYORISTA_FISCAL
6224c227-22c3-41d4-9b48-e8a3fb8539db,Labme,,30-58105030-1,1010,,,,,,ffd6a25e-cc26-4c01-849b-b3c697e249b3,,d494193e-805e-47e9-95d6-532ec178a3f8,,0,1,0,0,2025-12-10 18:53:12.046803,2025-12-10 19:04:33.657160,,MAYORISTA_FISCAL
4177d762-e0cc-4203-a5d3-08c73db21ab5,Eventos Corporativos S.A.,EventCorp,30-11223344-6,1000,,+5491112345678,,,,705824d0-5701-4f18-892d-6dcf4d3aaad8,,d494193e-805e-47e9-95d6-532ec178a3f8,,0,1,0,0,2025-12-05 18:15:04.438668,2025-12-10 20:10:27.153214,,MAYORISTA_FISCAL
c8d2cc1f-61f4-4d4b-80a1-c752ae78db1e,cli1,,30-11223344-6,1003,,,,,,ffd6a25e-cc26-4c01-849b-b3c697e249b3,,d494193e-805e-47e9-95d6-532ec178a3f8,,0,1,1,0,2025-12-06 17:30:46.382497,2025-12-10 20:10:40.140595,,MAYORISTA_FISCAL
9716baa6-edcb-4364-9755-60886e77083f,Hospimed S.A.,,30714696153,,,,,,,,,,,,1,,,2025-12-12 02:32:56.677798,2025-12-12 02:32:56.677798,,MAYORISTA_FISCAL
94e0caba-09c5-4110-96a4-424e1c953a0c,Lácteos de Poblet S.A.,,33660726859,,,,,,,,,,,,1,,,2025-12-12 02:32:56.677798,2025-12-12 02:32:56.677798,,MAYORISTA_FISCAL
0d9dfdce-a7e3-4be7-8778-7c7a0fff583d,Gelato S.A.,,30699349603,,,,,,,,,,,,1,,,2025-12-12 02:32:56.677798,2025-12-12 02:32:56.677798,,MAYORISTA_FISCAL
9f0900cd-7098-413f-9230-82370ed25abf,Doc Baires S.R.L.,,30709383724,,,,,,,,,,,,1,,,2025-12-12 02:32:56.677798,2025-12-12 02:32:56.677798,,MAYORISTA_FISCAL
70ddb28f-dd13-4acc-b730-f0c9c91046ba,Laboratorio de Medicina S.A.,,30581050301,,,,,,,,,,,,1,,,2025-12-12 02:32:56.677798,2025-12-12 02:32:56.677798,,MAYORISTA_FISCAL
91414f715eea46ba9c283d0d254a11f8,A Suárez Bariloche,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
e2e55af79b7f4f6ab203b78c34accfae,A Suárez Cipolletti,,00000000000,,,,,,,,,,,0,0,0,0,2025-12-12 00:28:20.048240,2025-12-17 19:35:36.772282,,MAYORISTA_FISCAL
320d80fc25c24e96a0aeed967b82f23d,ABARKAR,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
9ead338c0430440ab5cf1ecab3eab0b8,ABEL ALONSO HASS,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
9f8a5a750d8a4177b21e3b36448e396c,ALEJANDRA GENDARMERIA,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
14e4b6a4179949a28b22e4f6ad6ceb2e,ALFAJORES JORGITO SA,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
dd4e809633a54e8393d56be05418fc01,ANA ROBLES,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
0c6c6a579b2940ffa94202e2a57c1795,Acuario,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
8fbfb0b6e58f4e1988d89a4bb5e08880,Additive,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
49165674505f41048682f686d75d33ef,Adri Nails,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
b46dddeb2c8a438e874bfa322b2f4b0e,Amazing Tattoo,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
881c7417a1ef4c7abe4f24795627990d,CINTEFICA PARQUE CENTENARIO SRL,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
5b1189f4d5ff40c08fadb351b485a3aa,CRIOCENTER,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
6c7cc42e495f46808ad175e2068c8079,Cecilia Verónica Sosa,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
11d7763cd1624b48b831d833f12d2bee,Centro PET,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
3715939dfdd24301a021a3ad83c20205,Ceretti 2098 SRL,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
72a0670891b94dc5b0ec55b240387d31,Cintia Morón,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048240,2025-12-12 00:28:20.048240,,MAYORISTA_FISCAL
454258cac428447fac6dde0c03e3e5cf,Clínica Independencia,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
a12b45028cec46c0bebcbfb4a222fe90,Crío Center,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
b156f41834ac4cc9b5856a9ac4bf816d,Cynthia Paez,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
1cc020f9e674435284ac2459bafa364e,DC Servicios Generales SRL,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
1602df9a224341e3bb1b0917e48344c8,David Bulacio Antapharma,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
7fbab2bbbafd4472b643b9788256a099,EDUARDO DELUCA S.A.C.I.,,30517358416,,,,,,,ffd6a25ecc264c01849bb3c697e249b3,,8537dac48ce9441eb3f9e46efea033f2,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-17 19:14:47.400328,,MAYORISTA_FISCAL
0ed2bdb1abfe4f04ad05993b37186a70,Dental Bariloche,,20288633704,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
07660326c0d3465b911db8dcce235420,Distribuidora Antapharma,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
0281f16ee0994bdb831add2fddd42139,Distribuidora Patagónica,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
513f20756f3a44d08f2f48f9f60e015a,Domini San Rafael SA,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
604dc57c667a412593ae5b7510f4d8ea,Don Ercole SA  -  Río IV,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
fa2f764c6a144c5990c7eca6bde1009e,Facundo Ceballos,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
92c3d5ed798d4982b39fc17f1a996767,Fati,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
26c28a7ce7174857802d4b3cb150e316,Federación Odontológca Bs As,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
506f26907aa24e7586dfce8a8fce2dc4,Federico Acuario,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
b99c932392e84b6ebae2c482d882bc70,Fernando Godirio,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
9fccf50ab3f848b5b28a61a20a1c0ab8,GEA INSUMOS,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
364f9cf8a12a4cceb919d7ea9d169936,Gaby Velez Sáfield,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
8080067ab90a47b784c0b2c81f148875,Galan Sabrina Andrea,,Cuit. 27304037976,,,,,,,ffd6a25ecc264c01849bb3c697e249b3,,342b5ec7d21349d09d394c5c4b2f3e5a,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-17 19:01:24.657502,,MAYORISTA_FISCAL
f9201bb60d1945b292b05f1e09b4f49f,JORGITO,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
c8b27f00c33e458a887fdc300777e725,José Arqueta,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
a6bee91cab444d178352842606157eaa,LAVIMAR,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
ef0ed257eccc428fae27591b4f56f467,LPC,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
ee012022b2dd4a3ab4451f256d2f8cf2,L´epí,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
f02e1c2cf48a4effa1c19cb7f496dba2,MEDICIENT,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
87721d48bc884fd6809e18ee5d582bff,MILLANEL COSMETICA SRL,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
ebe060f9d4a94b788b25665ebccbdfcc,MTG GROUP,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
